"metreCarre","nombreDeChambres","possedeCour","possedePiscine","richesseQuartier","nombrePrecedentProprio","annee","estNouveau","possedeProtectionTempête","sousSol","grenier","garage","possedeStockage","prix"
-11959,24,0,1,1,6,407,1,1,7187,2578,472,1,914381.7
42161,15,0,0,1,9,420,1,0,5197,8415,590,1,2285071
69812,7,0,0,9,9,427,0,1,1862,3938,375,0,4668991.7
74774,57,0,1,3,8,422,0,0,5718,3083,978,1,7494913.2
78363,9,1,0,2,4,407,1,0,3962,1409,401,0,8517058.7
77595,7,1,0,3,2,404,1,0,9235,9379,120,0,9488018.4
-25540,2,0,1,4,9,413,0,1,8268,4194,285,1,422549.3
-7281,70,1,0,5,6,416,1,0,7914,3215,821,0,1171852.6
33664,100,1,1,1,1,413,0,1,8936,3524,687,0,4149403.3
92826,71,1,0,3,5,416,0,0,8749,1772,765,1,8136403.6
120468,70,0,1,10,4,404,0,1,557,8325,881,0,9885562.4
21147,64,0,0,4,8,400,0,1,7227,4495,146,0,1089783
51684,74,1,0,1,6,423,0,1,1969,240,970,1,3206943.3
19557,74,1,1,7,9,410,0,1,3600,9515,805,1,4266978
56865,60,0,0,5,10,426,1,1,4316,3620,359,0,7861426.6
100400,68,0,1,2,3,430,0,0,5289,6596,844,1,7728649
-5321,87,1,0,4,7,408,0,0,6656,7149,698,0,2427801.8
64590,51,0,0,9,10,411,1,0,389,4924,513,1,9298850.1
11178,27,0,1,8,9,416,0,0,2159,3523,118,0,2441961.6
12256,23,0,1,1,5,426,1,0,8251,5932,715,1,1696771.6
65648,20,0,1,9,9,402,1,1,5690,8536,114,0,6057452.2
48605,24,0,0,8,1,405,1,0,9526,8248,942,0,3278517.5
19358,13,0,1,5,10,431,1,1,3965,6519,385,1,4473507.1
26110,31,1,0,3,10,417,1,1,4705,9969,115,0,2381051.7
43107,33,1,1,4,9,425,0,0,6989,9351,678,0,1501436.5
943,64,1,0,2,1,425,1,0,5844,4576,421,1,868189.5
9638,24,1,1,2,4,429,0,0,9804,4162,657,0,1972444.9
25963,73,0,0,4,4,411,1,0,2087,2590,112,0,3515208.1
123649,87,1,1,8,6,424,1,1,2823,2933,399,0,9847192.4
-12573,33,1,1,5,4,428,1,1,1635,4738,647,0,1564014.8
85409,59,0,0,9,3,425,0,0,7133,486,761,0,8860919.5
74788,99,1,0,9,7,423,0,1,8633,5913,406,0,8724894.3
89631,77,0,0,6,9,408,1,1,9066,885,151,1,6967594.8
60710,72,1,1,5,7,404,1,1,7668,9908,216,0,4600708.4
74110,68,0,0,4,6,431,0,1,3583,6388,145,0,5287766.1
75598,46,1,1,3,8,428,1,1,204,2316,957,1,6444610.8
58531,60,0,0,8,10,417,0,1,4484,5437,329,0,6272944.7
76265,77,1,1,2,2,418,0,0,5042,9632,164,1,8563383.8
82214,63,0,0,10,5,431,1,0,8757,4118,418,0,7310442.1
42074,54,0,1,6,1,431,0,1,943,2747,443,1,5250717.1
-10397,68,0,1,7,3,415,1,0,504,9965,830,0,195927.5
102104,78,0,0,6,6,403,0,1,8522,213,223,1,7974507.3
35821,46,1,0,5,2,417,0,0,4772,2443,598,0,1388629.7
10203,98,1,1,2,4,428,0,1,6036,5694,117,1,437389.8
68840,14,1,1,8,9,400,0,0,289,9562,895,1,4050909
61675,65,1,0,6,2,423,1,0,9260,4918,136,1,3574742.3
60048,28,0,0,6,4,422,1,1,5305,9671,488,0,3376333.2
24467,34,0,1,5,2,414,0,1,1395,793,270,0,3071938.4
36508,95,0,1,5,6,419,0,1,9496,8665,943,1,5178222.9
55276,83,1,1,5,8,406,1,0,3420,4709,820,1,4330567.6
43036,90,1,1,3,8,422,1,0,2223,8313,503,0,1516872.2
59139,80,0,1,6,1,416,1,0,8898,3793,833,0,4939975.6
49336,83,0,1,4,6,405,1,1,6171,4703,185,1,4822052.5
103682,37,0,1,2,3,406,0,1,4561,4678,305,1,9281484.6
-9408,91,0,0,10,5,414,1,0,4270,3469,765,1,2057988.4
82067,39,0,1,3,2,418,0,1,9947,5544,280,0,6640110.8
69858,30,1,1,6,1,421,0,1,1327,6342,285,0,9454072.1
70614,46,1,0,6,2,418,1,0,1841,591,427,1,8163638.8
62848,48,1,1,5,2,409,0,0,445,1250,689,0,4295566.9
31590,8,0,1,8,2,430,1,0,8951,44,534,0,5690879
28932,25,1,0,7,3,419,1,1,8452,8433,133,1,5278045.9
-15818,9,0,0,3,4,401,0,0,6489,8277,117,0,1369377.1
9235,60,0,0,7,1,429,1,1,261,9825,909,0,423295.9
49833,26,1,0,5,9,431,0,1,1746,4531,644,0,5819124.1
2445,43,1,1,7,5,422,1,1,3216,5586,243,1,1738971.2
53499,64,1,1,2,10,406,1,0,1236,3643,537,1,5477618.6
20706,4,1,0,6,10,424,0,1,662,3607,278,1,5033342.4
67945,52,1,1,5,5,401,1,1,8822,1723,590,0,9477047.1
-12986,4,1,0,2,2,421,0,1,64,7702,375,1,116061.1
62912,4,1,1,2,1,415,0,0,6166,5117,303,1,8608190.5
53393,75,1,1,5,8,416,1,1,1295,9714,654,1,4041851.6
41202,97,1,1,5,9,427,0,0,1268,8350,330,1,5155902.7
1688,11,1,1,2,8,408,0,0,4966,1820,170,1,484773.8
37352,46,1,0,7,6,420,1,1,7341,2488,561,1,3370242
25445,16,1,0,2,9,408,1,0,3139,3761,754,1,5154045.8
47724,58,1,1,5,10,416,0,1,2357,3590,607,0,2117995.6
86114,19,1,0,1,4,402,1,1,4501,8748,215,1,7829196.2
117481,61,0,1,6,5,419,1,1,512,7359,254,1,8921642.9
-13032,85,0,0,3,1,404,1,0,2111,5437,323,0,783295.4
69465,41,0,0,7,4,427,1,1,9681,9892,278,0,4879405.7
56683,8,0,1,1,7,415,0,0,111,6638,511,1,4830507.5
80926,68,1,1,8,6,419,0,1,800,456,911,1,6222231.9
53911,14,1,1,7,8,406,0,1,710,4184,464,0,4952474.6
39103,87,0,0,7,5,428,0,0,6694,7664,388,0,5756919.8
-5042,9,0,0,7,7,414,1,1,8694,2172,565,0,1600688.4
35401,48,0,1,7,8,402,1,1,9162,9271,838,0,4086725.2
54304,16,0,0,9,6,409,0,1,6099,1511,588,0,5775940.9
-16847,42,1,0,8,6,429,1,1,8933,8978,277,0,907736.9
95427,20,0,1,9,1,408,1,0,8384,8072,949,1,8504061.8
20219,19,0,1,6,2,404,0,1,2052,9163,979,1,3511457.4
16947,67,1,0,9,9,408,0,0,749,2008,411,0,1334061.8
7354,7,1,0,3,9,407,0,0,5619,9872,999,0,896834.7
92142,22,1,1,10,9,413,1,0,4964,2191,272,0,9017234.3
25936,11,0,0,5,4,416,0,1,1862,8253,924,1,3250802.6
40318,47,0,1,8,2,416,0,0,2848,9536,376,1,3766677.6
45459,62,1,1,4,8,431,1,0,5382,6816,668,0,3954111.1
113547,31,0,0,10,8,401,1,1,6811,2656,429,1,9271774.1
99788,27,1,1,1,7,407,0,0,7822,268,745,1,9057504.7
45912,100,1,0,10,3,409,1,0,8796,8192,919,0,5591445.9
23230,23,1,0,7,8,400,0,1,1399,1431,880,1,4984030
103994,45,1,1,6,8,430,0,0,2840,2544,300,0,9138828
7276,47,0,1,4,2,401,0,0,959,8737,345,0,2549452.1
12715,46,0,1,6,6,429,1,1,9823,6581,445,0,2083710.9
10702,7,1,0,3,8,420,1,0,5871,6172,335,1,553876
50347,3,1,0,4,9,413,1,1,3368,4105,495,0,3298699.3
30227,94,0,0,8,5,427,0,1,52,1540,437,1,3550859.7
72351,77,1,1,2,1,424,1,1,3806,7241,469,1,4641159.4
57225,22,1,1,7,8,421,0,0,2268,1330,977,0,4743129.1
35767,62,1,0,9,1,414,1,0,4848,5869,682,1,3174667.4
19024,56,0,1,4,2,423,1,1,1233,2594,689,0,3263461.3
122641,48,1,0,1,9,416,0,0,8907,3143,595,0,9301880.6
125671,11,0,1,7,6,402,0,1,3934,4010,820,1,9850377.2
51426,37,1,1,7,4,425,1,0,6762,7361,687,1,2947040.5
14992,100,1,1,2,2,413,0,1,2339,8780,910,0,3558953.3
73419,44,1,1,9,10,402,0,0,8876,4933,105,1,7522188.2
53416,33,1,1,5,1,424,0,0,4604,4404,651,1,2656599.4
61419,58,1,0,9,1,429,1,0,824,5696,724,1,5243913.9
98741,13,0,1,4,8,424,0,0,5913,2368,226,1,6880980.4
51015,64,1,0,5,7,412,1,1,253,1791,463,1,3876407.2
57676,10,1,1,8,5,412,0,0,4429,8857,198,0,4923130.2
30600,90,0,1,2,3,403,1,0,4233,7138,541,0,486479.3
-10658,61,0,0,8,2,406,1,1,8385,859,474,0,276139.6
78945,66,1,1,10,3,412,1,0,1788,6553,204,1,5379979.2
32651,70,0,1,5,6,427,1,1,2957,4536,704,1,5480478.7
6772,83,0,0,4,7,402,0,0,1680,8637,171,1,1108539.2
74178,27,0,0,5,5,410,1,1,8836,1143,212,1,6337954
-4111,2,1,0,8,7,429,1,0,4757,915,515,0,2572151.9
56969,36,1,0,5,8,413,1,1,7505,6514,303,0,5022293.3
67810,22,0,1,4,7,421,1,0,125,4224,332,0,9578279.1
109652,81,1,1,2,8,404,0,0,6968,5109,950,1,9940016.4
85934,59,0,0,7,7,415,1,1,1221,6533,930,0,9113552.5
35946,35,0,1,4,8,419,0,0,154,530,445,0,2461959.9
101649,20,0,0,2,1,418,1,1,3794,7398,959,1,8322256.8
61301,14,0,1,1,1,417,1,0,4648,4449,222,1,4387370.7
33564,70,0,1,8,7,420,0,1,268,1459,831,1,5163838
-22000,18,1,1,9,6,414,1,0,4979,3989,647,0,640633.4
20106,48,1,0,7,4,426,1,1,575,6655,740,1,99445.6
26369,5,1,1,10,5,412,1,0,5108,973,102,0,3776536.2
76500,21,0,1,6,8,403,1,1,1839,6546,652,0,6717669.3
5437,98,1,0,4,7,429,0,1,7675,4430,951,1,764900.9
84280,39,0,1,10,10,402,0,1,9349,8127,516,0,8359050.2
73128,74,0,1,2,10,431,0,1,8172,2144,517,1,7001142.1
80775,1,0,1,9,9,420,0,0,6098,4404,565,1,9111320
46954,27,1,1,9,8,407,0,1,6524,7091,246,0,3645546.7
17904,35,1,0,5,10,426,0,0,2378,9840,863,1,218834.6
65852,8,1,0,1,3,415,1,0,4434,6989,468,0,5509865.5
12834,25,0,0,10,7,430,1,1,3323,5498,291,1,3090970
81181,64,1,0,4,6,420,0,0,1360,263,237,1,9505250
23015,95,1,1,2,4,410,0,0,5070,1022,328,0,4483007
78355,81,1,1,9,5,409,0,0,2870,4546,424,0,9812466.9
51221,33,1,1,3,3,428,0,0,6969,6603,600,1,3586313.8
60066,29,1,0,6,2,425,1,1,1461,9169,568,0,3445264.5
66253,32,1,1,1,1,415,0,1,5594,353,280,0,8978088.5
96762,48,1,0,5,9,414,0,1,9067,8934,398,0,8915897.4
8561,76,0,1,7,4,421,0,0,6540,9564,718,0,2026607.1
55065,71,0,0,5,4,422,0,0,1793,7020,696,0,6829756.2
80143,9,1,0,2,2,422,0,0,6220,974,208,1,5030780.2
48421,78,0,1,1,2,417,0,0,6962,2547,246,1,4847310.7
32771,8,0,0,1,10,400,1,0,3741,1014,992,1,1595237
54445,25,1,1,8,4,404,0,1,5346,6149,423,1,7063851.4
-3043,23,1,0,5,4,428,1,1,5695,1411,202,0,2586402.8
63241,61,0,0,5,8,426,1,0,9638,3883,799,0,5958531.6
32035,83,0,0,2,6,419,0,1,4716,4331,749,1,1563268.9
76518,50,0,0,3,10,424,1,0,8047,7968,870,1,9465407.4
2564,54,0,0,3,6,402,1,0,5917,9099,370,1,3088148.2
55487,4,0,1,1,3,409,1,0,4079,4194,711,0,6682700.9
58046,37,1,0,2,10,404,1,1,1914,2578,230,1,8598134.4
64298,33,0,1,10,3,423,1,0,7500,9763,125,1,6615509.3
22779,45,1,0,10,1,420,1,0,1522,8913,677,1,1398346
46722,47,1,0,2,9,418,1,0,2860,3129,982,0,7653300.8
-22061,39,0,1,1,8,429,1,1,10000,3431,676,1,800462.9
15378,53,1,0,2,8,409,1,1,1457,9372,374,0,2252826.9
49188,58,1,0,1,4,413,1,0,1809,2821,734,1,6243323.3
13776,99,1,1,1,8,409,1,1,3855,6325,504,0,2765641.9
53220,45,1,1,10,6,404,0,1,1500,4473,563,0,5979963.4
77431,40,1,1,2,8,404,1,1,4647,9180,874,0,7500281.4
49341,69,0,0,4,9,401,0,1,1967,8462,143,1,6532309.1
18262,18,0,1,4,6,418,1,0,3588,9552,685,1,1327004.8
1171,26,1,0,7,9,407,0,1,3751,4158,103,0,2368635.7
90826,18,1,0,9,4,407,0,1,9788,6538,503,1,6342245.7
28086,86,0,1,10,8,423,1,0,4525,2402,795,1,5651930.3
118351,2,1,0,6,5,424,1,1,7991,9703,190,0,9434658.4
55075,68,0,1,5,10,407,1,1,1120,8316,961,0,7423971.7
67340,89,0,1,4,6,405,0,0,9314,3519,912,0,5588693.5
73714,66,0,1,10,2,411,0,0,7766,13,654,1,5770477.1
89154,44,1,1,10,3,418,1,0,8553,6798,440,0,6121496.8
67769,58,1,0,1,7,420,1,0,311,1098,729,0,4895277
100714,43,1,1,7,7,426,1,1,130,4842,680,1,9672602.6
29084,99,1,1,9,3,419,1,0,3266,2525,551,1,4509078.9
35021,96,1,1,9,5,420,1,0,1365,3757,321,0,1154040
7822,100,0,0,5,2,408,0,1,308,4964,538,1,3423970.8
93051,30,0,0,5,8,425,1,0,1942,3528,400,0,8484171.5
32141,52,1,1,10,6,426,0,1,2785,927,384,1,674121.6
66518,81,0,0,5,9,415,0,1,5800,728,645,0,4263005.5
73935,28,0,0,2,9,413,1,1,5637,3266,644,1,4950904.3
57486,83,0,0,5,6,418,1,0,9550,6177,441,0,4385098.8
6952,21,0,1,3,3,418,0,1,6552,7160,893,1,700650.8
82462,94,1,0,2,2,426,1,0,9847,3454,443,1,6480225.6
8614,91,0,1,8,4,423,1,0,2604,5842,838,1,1833031.3
102794,22,1,1,2,7,419,0,1,8818,4393,159,1,7316030.9
57784,36,1,1,9,5,431,0,1,2857,3533,929,0,3253478.1
81271,37,0,0,5,4,407,0,0,9718,2412,1000,0,5806004.7
46039,96,1,1,4,1,427,0,0,6782,4306,383,1,1969866.7
34507,10,1,0,9,5,418,0,0,3467,9572,918,1,650272.8
40110,15,0,0,10,8,405,1,0,9471,1375,647,1,3908929.5
6498,59,0,0,4,4,424,0,1,57,7754,645,1,815961.4
28161,57,1,0,2,6,419,1,1,1310,7149,522,1,2039313.9
12044,62,0,0,1,6,408,1,0,8005,7603,548,1,3680514.8
124949,24,0,1,6,5,408,1,1,6898,5326,755,1,9501576.8
93813,84,1,0,3,9,421,1,0,9983,1020,612,1,8238845.1
88893,62,1,1,7,8,422,0,0,9378,4203,836,1,7692386.2
81159,26,1,1,9,1,400,0,0,6392,2493,342,0,6902784
15151,54,0,1,6,1,417,0,1,3177,8829,866,0,3634585.7
13190,63,1,1,9,1,400,1,1,7949,2862,435,1,3416922
43665,81,1,1,9,5,431,1,1,7859,8936,513,0,4972427.1
68063,14,1,1,4,4,414,1,0,2331,9111,561,0,5444916.4
-8160,34,0,1,5,3,405,0,1,9622,9170,731,0,2077771.5
-2061,35,1,0,2,6,404,1,0,5107,4570,998,0,2203909.4
70253,66,1,1,9,10,401,1,1,8339,6331,874,1,4707341.1
13579,78,0,0,10,10,429,0,1,9668,8748,403,1,834891.9
62731,8,1,1,8,2,429,0,0,7253,259,803,0,7835672.9
38288,95,1,1,9,7,407,1,1,7182,8670,125,0,4992838.7
-1542,9,1,0,7,9,425,0,1,4772,8706,254,1,285666.5
80089,88,1,1,1,3,429,1,0,6297,5170,925,1,6038984.9
72555,39,1,0,2,8,422,0,1,7447,9723,207,0,9914508.2
76515,56,0,0,2,5,422,0,1,1610,7498,707,0,9424530.2
24252,61,0,0,2,1,404,0,0,8513,5113,587,1,667067.4
60924,70,1,0,8,7,423,0,1,4070,5767,119,1,6131806.3
63082,29,1,1,10,7,412,0,1,6257,4430,543,0,4547042.2
71800,74,0,0,7,9,425,1,0,7418,4225,226,0,7772144.5
17202,57,0,1,10,4,424,1,1,7255,1332,676,1,3028964.4
-3294,96,1,1,9,2,420,0,1,6449,5162,201,0,989932
24592,17,1,1,6,7,401,1,0,3101,3591,386,0,3294617.1
107645,78,0,0,3,2,405,0,0,8324,6918,982,1,7779385.5
42113,22,1,0,4,8,410,1,0,1251,1650,115,0,5766399
48003,2,0,0,1,4,412,1,0,1697,6041,150,0,5458840.2
52103,23,0,1,10,1,408,1,1,4634,1546,417,0,8149663.8
42947,17,1,1,4,5,431,0,1,5090,342,145,0,3151080.1
41312,43,0,1,10,2,417,1,0,4111,4176,915,0,2090473.7
60543,99,0,1,4,2,405,1,1,7366,9496,706,1,5092707.5
56914,65,0,1,5,3,423,1,0,417,9933,299,1,7489966.3
92046,95,1,1,10,2,423,1,1,6166,9091,630,0,8174644.3
27026,81,1,0,2,5,431,0,1,3423,6360,561,1,4768776.1
79174,90,0,1,3,7,417,0,0,2310,3274,995,0,4985835.7
29431,16,0,0,2,2,409,1,0,5901,7765,202,0,5343224.9
63241,74,0,0,2,3,404,0,1,9378,1598,737,0,6146343.4
85538,22,1,1,10,1,428,1,0,5966,5738,536,1,8651550.8
81649,22,1,1,9,8,404,1,0,8045,9970,109,0,7454179.4
23161,97,1,1,8,5,403,1,0,5751,3786,666,0,358703.3
-4535,17,1,0,1,8,424,1,1,9776,6010,255,1,2329090.4
14090,15,1,1,10,3,408,1,0,733,8245,305,0,3314847.8
22449,91,0,0,8,9,409,1,1,9242,1118,774,0,878147.9
55816,52,0,0,1,10,430,1,0,5180,6140,328,1,4497556
25384,60,1,0,8,6,401,0,0,8181,8167,728,1,4175901.1
41733,46,0,1,9,6,406,1,0,6302,5792,753,1,2703352.6
32826,91,1,1,5,1,400,0,0,3263,7543,469,0,5313492
60067,42,1,1,3,2,425,0,0,7273,6849,876,0,6373960.5
73739,74,0,0,5,6,426,0,0,3342,2619,701,0,4750049.6
84591,17,0,0,3,6,403,1,0,3158,7404,501,0,9954865.3
44355,11,0,1,5,7,426,0,0,9512,1084,199,0,2372045.6
94326,77,0,1,4,8,416,1,0,6432,5861,960,1,9915571.6
36862,37,1,1,7,4,411,0,0,7210,5160,159,0,4734236.1
18025,88,1,0,4,7,410,0,0,1738,6185,792,0,1691487
41965,4,0,0,10,6,412,1,0,5701,886,322,1,7055619.2
54185,81,1,0,5,8,405,0,1,7934,1567,446,0,7220099.5
103967,20,0,0,5,5,402,0,1,8154,8404,865,1,8048185.2
56221,3,0,0,8,2,406,1,1,3001,3084,933,0,4393079.6
50460,81,1,1,3,3,404,0,0,6431,242,946,0,4434431.4
56307,62,1,1,2,7,429,0,1,8973,7060,683,1,4238504.9
54402,3,1,1,6,6,403,0,0,3666,1288,791,1,5051967.3
33591,41,1,1,9,4,417,0,1,7228,764,138,0,1606948.7
104928,88,0,0,6,10,431,0,1,6767,4760,621,1,9198800.1
35748,47,0,1,5,5,407,0,1,7420,3032,439,1,1101642.7
94292,83,1,1,3,1,406,0,1,6653,4391,323,0,8457523.6
69141,63,1,1,8,2,425,1,1,8302,4408,910,0,9403674.5
43949,88,0,1,4,9,427,1,1,3152,1688,314,0,6272808.7
-2580,71,0,0,5,8,423,0,0,1741,2233,497,1,1316451.3
50271,60,1,1,1,6,418,1,0,5651,7192,105,0,5787699.8
-2285,95,0,1,4,5,412,0,0,9833,7526,313,0,2006536.2
44025,55,1,0,5,1,414,1,0,576,9972,770,0,5646944.4
118871,41,0,0,10,8,400,1,1,2931,4051,940,1,9812451
61265,29,0,1,5,4,412,1,0,1539,9345,645,1,5009275.2
37707,55,0,1,1,2,418,1,0,4048,3578,116,1,6311417.8
45684,79,0,1,8,2,408,0,0,8294,963,937,0,2884048.8
66883,74,0,1,7,7,418,1,1,2416,1813,645,0,8071938.8
27829,47,0,0,2,2,409,0,0,1149,2787,861,1,5153572.9
64369,17,1,0,10,3,415,1,1,9795,7368,244,1,4090861.5
-15079,17,1,1,10,1,411,0,1,237,7652,334,1,1108155.1
-20546,33,0,0,10,1,413,1,1,9343,4561,315,1,112264.3
85435,94,1,0,8,4,418,1,0,1346,3328,994,0,9014247.8
-16068,30,1,1,4,7,417,1,1,1313,9063,706,0,189919.7
54022,76,1,1,7,7,407,1,1,1767,2935,297,1,7628022.7
86422,17,1,0,8,5,430,1,1,6782,4950,660,0,9828436
-5870,31,0,0,8,9,424,1,0,3401,7394,690,0,1723749.4
53016,95,0,0,5,10,423,0,1,6588,9147,931,0,2370875.3
54680,94,0,0,7,7,416,0,0,5856,6891,349,0,8005238.6
15443,53,1,0,2,1,429,0,1,7773,6219,223,1,1876721.9
-12504,88,1,1,6,9,416,1,1,3768,7759,1000,1,1363541.6
36476,23,1,0,5,7,413,1,1,3157,6328,895,0,990437.3
5259,86,1,0,4,2,425,0,0,5060,1128,780,0,610661.5
118755,98,1,1,2,1,422,1,0,5199,1873,568,0,9460696.2
22674,90,0,1,2,8,420,1,1,4573,1119,654,0,1925120
70380,39,1,1,1,1,415,0,0,1000,6563,176,1,9259875.5
35962,94,1,0,8,3,428,0,1,406,7381,757,1,6049182.8
-5512,13,1,0,9,2,424,1,1,9573,3744,146,1,280421.4
47636,58,0,0,5,3,420,0,0,2016,7986,707,0,6010411
101264,87,0,0,3,1,417,1,1,6225,8458,192,0,8729160.7
120264,29,0,1,1,6,423,0,1,877,3446,682,1,9168443.3
30942,80,0,0,8,8,431,1,0,9147,3794,797,1,4875007.1
41791,16,0,0,7,10,421,1,0,7751,6127,565,1,1829113.1
46096,19,0,0,8,4,407,1,1,1717,3023,492,1,6250022.7
64000,23,0,0,4,3,419,0,1,8296,7133,225,0,6932336.9
25902,49,1,1,7,5,412,0,1,2875,8627,751,1,4572312.2
32134,28,1,1,5,4,420,1,0,2803,7183,944,1,5995883
98355,36,0,1,3,5,411,1,1,3245,2202,759,1,9055749.1
14824,89,0,1,1,6,404,1,0,186,2627,559,1,421906.4
8169,70,0,0,10,5,423,0,1,1033,7100,421,0,2620565.3
-11675,74,0,1,9,8,419,0,0,2450,4135,225,1,148540.9
39908,67,1,0,3,5,428,0,0,6113,6928,536,1,1793943.8
81074,84,1,1,10,5,420,0,1,9393,5627,771,1,7198524
116564,7,1,0,3,1,430,0,1,7803,5565,161,0,9340733
24433,87,1,1,8,5,405,1,1,225,5652,128,1,2403326.5
92508,84,1,0,2,6,407,0,1,8926,2374,752,1,7591848.7
29691,97,1,1,6,2,425,1,0,7748,5725,428,1,4818306.5
34636,50,0,1,3,6,411,1,0,4074,2440,409,1,5005731.1
34655,30,1,0,8,9,422,0,1,33,7475,361,1,4122637.2
78147,5,1,1,10,8,429,0,1,3729,9990,938,0,6599320.9
43437,57,1,1,10,4,418,1,0,466,7240,846,1,1724807.8
81879,63,0,0,9,9,403,1,1,9378,8365,686,0,6920799.3
83368,61,0,1,7,4,428,1,0,2805,1332,104,0,6137391.8
57312,65,0,1,2,9,404,1,0,3885,6057,380,0,5499856.4
118641,95,1,1,2,8,421,1,0,3903,4181,852,0,9923111.1
-12764,24,1,0,2,3,425,0,1,5275,5429,755,0,860330.5
42813,14,0,1,2,7,406,0,1,9037,102,382,0,5349280.6
73940,27,0,1,4,3,416,1,1,2182,906,150,0,4440293.6
12986,61,1,1,6,3,423,1,0,309,5249,463,0,3708694.3
64044,39,0,1,7,1,422,1,0,3966,8173,538,0,6871144.2
33821,12,1,0,10,5,410,0,0,2840,3137,377,0,3478332
102843,41,0,1,10,6,401,0,1,8363,8645,285,1,8919368.1
56174,23,0,1,4,6,422,0,1,9355,7231,249,0,6828051.2
23334,74,1,0,8,7,408,1,0,8096,4556,150,1,3335730.8
24363,64,1,1,2,5,404,1,1,9846,8414,173,0,3374768.4
22439,99,0,0,5,8,402,1,0,6178,4301,208,1,3130709.2
65981,38,1,1,9,7,431,0,0,1925,9781,554,1,6341005.1
64219,37,1,0,5,5,401,0,0,6292,5495,265,0,8309399.1
29117,86,0,1,1,3,429,1,0,14,1852,499,0,1189428.9
40411,17,0,1,7,1,407,1,1,144,4860,626,0,2820957.7
42102,8,1,1,2,4,414,1,1,461,1849,953,0,3527556.4
21615,47,1,1,1,4,402,1,0,9739,3002,602,0,3515220.2
80546,69,0,0,1,8,405,0,0,3429,8363,876,0,5939099.5
-13660,13,1,0,5,9,411,0,1,6513,7298,720,0,1059700.1
72534,76,0,1,3,10,428,0,0,8990,6610,831,1,5876344.8
50587,4,1,0,2,9,401,0,1,4757,6597,895,0,7939210.1
48066,20,1,0,6,9,405,0,1,5002,8403,187,0,4815765.5
-13606,46,0,0,2,2,402,0,1,9289,5919,538,0,174521.2
29197,22,0,1,10,3,405,1,1,3114,5581,510,0,363088.5
44001,47,0,0,10,3,416,1,1,5824,5400,790,1,3559204.6
78825,40,1,0,7,4,406,1,0,2237,4485,268,1,9623218.6
80528,39,1,1,6,8,430,1,1,16,2045,456,1,9385931
-7042,20,0,1,3,4,424,1,0,9434,7242,148,0,1270857.4
16267,78,1,0,5,1,431,0,0,9375,770,204,0,1949663.1
94741,60,0,1,2,1,409,1,1,4086,5991,494,1,9390891.9
-20136,39,0,0,4,8,419,1,0,7993,2585,672,0,588467.9
40616,80,1,1,7,6,404,0,0,4093,3721,890,1,4706368.4
-1216,10,0,1,5,1,425,1,1,9836,9056,387,0,1879684.5
30760,50,0,1,1,8,410,0,1,6421,4363,333,1,5000704
32439,96,0,1,8,3,429,0,1,1466,3642,933,1,1150663.9
84081,68,1,0,9,3,411,1,1,4764,3233,382,1,6994868.1
38342,66,0,1,3,2,428,1,1,570,3477,437,0,2186457.8
99198,97,1,1,1,9,409,0,0,4179,4164,674,1,8900096.9
-11844,100,1,0,7,8,430,1,1,6795,9983,738,0,1277834
-8704,90,0,0,5,1,417,1,0,3049,7371,204,1,1608022.7
15073,79,1,1,4,10,426,1,1,7338,1003,557,0,3972452.6
68309,92,1,0,3,1,413,0,1,2445,3663,326,1,4075291.3
47673,80,0,1,7,1,406,1,1,8518,3084,676,1,3464365.6
5743,99,1,1,4,9,416,0,0,4137,7384,571,1,944409.6
12044,8,1,1,10,7,410,1,0,255,7751,648,0,3634512
47422,93,1,1,10,5,414,1,1,381,2887,378,1,6881563.4
84403,21,0,0,9,2,431,0,1,4226,8490,733,0,7553287.1
39304,6,1,0,8,1,414,0,0,9346,4422,467,0,6523874.4
46759,26,1,0,7,10,419,1,1,6709,6635,709,0,2093083.9
1804,56,1,1,4,1,430,1,1,4788,316,587,0,1500885
97483,47,0,0,3,1,409,0,1,5328,2664,137,0,9649451.9
19073,43,0,0,9,9,405,0,1,4000,5162,200,0,4418372.5
10876,12,0,1,4,2,415,0,0,6899,1733,112,0,1511857.5
-3576,93,0,0,5,1,421,1,0,8154,7439,534,0,2041739.1
27121,30,1,1,8,10,410,1,1,3486,2739,525,0,4519980
58428,95,0,1,10,3,422,1,0,4611,4419,470,0,3598810.2
79420,85,1,0,7,6,411,0,1,1527,2131,902,0,7886035.1
54676,78,1,0,1,2,404,0,1,697,682,417,1,2748170.4
25989,61,1,0,9,5,421,1,1,7652,3595,990,0,2833176.1
79789,61,0,1,7,7,422,0,0,2240,5217,959,1,5938039.2
27456,90,0,1,1,8,425,0,0,6085,6578,665,0,2412253.5
56588,100,1,0,8,1,410,0,1,8285,9972,281,0,5482557
57357,6,0,0,3,7,414,0,0,6539,536,211,1,3367500.4
30026,43,0,0,8,7,405,0,0,7398,3146,192,0,4727374.5
82450,24,1,1,9,3,402,0,0,3437,1738,202,0,8192107.2
56543,65,0,1,6,9,410,0,0,5027,2795,104,0,5604820
115135,30,1,1,5,5,422,1,1,981,7570,368,1,9965822.2
94649,58,1,0,7,10,417,0,1,2437,9691,160,0,9345397.7
28174,92,1,0,6,5,417,0,0,4415,3297,949,1,1423276.7
82354,71,1,0,10,8,422,0,1,187,9089,626,1,6592196.2
